Selection,View,Channel,Begin.Time..s.,End.Time..s.,Low.Freq..Hz.,High.Freq..Hz.,Peak.Freq..Hz.,Delta.Time..s.,,Center.Time..s.,Dur.90...s.,BW.90...Hz.,Pace1,Pace2,Total.Pace,N..of.notes,notes.2,notes.1,source,Begin.File
2,Spectrogram 1,1,18.15683258,21.4653967,1010.259,2569.572,1894.922,3.3086,,19.8589,2.1653,344.531,3.93,3.03,6.95,23,,,cinerea,617157970.wav
1,Spectrogram 1,1,6.728970894,9.097954205,902.514,2769.784,1722.656,2.369,,7.9877,1.817,602.93,3.799071338,2.954833263,6.753904601,16,7,9,cinerea,63600.wav
2,Spectrogram 1,1,16.98960672,19.58030257,902.514,2629.739,1722.656,2.5907,,18.3321,1.7299,516.797,3.859960628,3.087968503,6.947929131,18,8,10,cinerea,63600.wav
3,Spectrogram 1,1,23.2961668,25.85649107,824.711,2691.981,1808.789,2.5603,,24.6131,1.7357,172.266,3.90579229,3.124633832,7.030426122,18,8,10,cinerea,63600.wav
4,Spectrogram 1,1,33.65018051,36.21354194,1026.999,2738.663,1636.523,2.5634,,35.2769,1.7763,258.398,3.901068893,3.120855114,7.021924007,18,8,10,cinerea,63600.wav
5,Spectrogram 1,1,41.72990191,44.23555734,871.393,2536.375,1722.656,2.5057,,43.1485,1.7009,172.266,3.990900746,2.793630522,6.784531269,17,7,10,cinerea,63600.wav
1,Spectrogram 1,1,67.55492796,69.70755481,1012.275,2464.671,1636.523,2.1526,,68.9168,1.4512,344.531,4.18099043,2.787326953,6.968317384,15,6,9,cinerea,63616.wav
2,Spectrogram 1,1,82.20538168,84.48199983,902.246,2442.665,1550.391,2.2766,,83.4235,1.5499,258.398,3.953263639,3.074760608,7.028024247,16,7,9,cinerea,63616.wav
1,Spectrogram 1,1,5.05482222,7.83211637,1447.1,2750.7,1894.922,2.7773,,6.7744,1.9389,258.398,3.960681237,2.880495445,6.841176682,19,8,11,cinerea,63920.wav
2,Spectrogram 1,1,16.71026501,19.81034395,946.3,2728.7,1894.922,3.1001,,18.9126,1.9795,258.398,4.193413116,2.903132157,7.096545273,22,9,13,cinerea,63920.wav
1,Spectrogram 1,1,72.20699963,74.51449204,871.393,2832.026,1808.789,2.3075,,73.5318,1.6138,258.398,5.633802817,3.033586132,8.667388949,20,7,13,cinerea,68422.wav
2,Spectrogram 1,1,91.3716022,93.84121351,1034.281,2486.677,1808.789,2.4696,,92.7985,1.7763,258.398,5.264010366,3.239390994,8.503401361,21,8,13,cinerea,68422.wav
1,Spectrogram 1,1,274.0441771,276.7374394,1182.604,2707.542,1722.656,2.6933,,275.6092,2.1943,258.398,4.455500687,2.227750343,6.68325103,18,6,12,cinerea,68467.wav
2,Spectrogram 1,1,285.8413413,288.4159437,1213.726,2738.663,1722.656,2.5746,,287.3005,2.1014,258.398,4.272508351,2.3304591,6.602967451,17,6,11,cinerea,68467.wav
1,Spectrogram 1,1,117.3080217,119.1749286,1073.7,2474.1,1550.391,1.8669,,118.3173,1.0971,258.398,10.17729927,3.749531309,13.92683057,26,7,19,cinerea,80148.wav
2,Spectrogram 1,1,138.156474,140.325299,1151.5,2240.7,1636.523,2.1688,,139.1688,1.6254,689.062,7.377351531,4.149760236,11.52711177,25,9,16,cinerea,80148.wav
1,Spectrogram 1,1,7.922303135,10.06210288,622.4,2411.9,1550.391,2.1398,,9.0732,1.5093,344.531,3.738667165,2.804000374,6.542667539,14,6,8,cinerea,80149.wav
2,Spectrogram 1,1,38.93117142,41.155629,746.9,2520.8,1550.391,2.2245,,40.1705,1.4222,172.266,4.495392223,3.146774556,7.642166779,17,7,10,cinerea,80149.wav
1,Spectrogram 1,1,31.08919864,33.57972982,1135.9,2645.3,1636.523,2.4905,,32.2351,1.8866,344.531,4.416783778,2.810680586,7.227464365,18,7,11,cinerea,80152.wav
1,Spectrogram 1,1,1.941046721,5.43953381,677.966,3548.023,2062.5,3.4985,,4.152,2.464,562.5,3.430041446,2.00085751,5.430898957,19,7,12,cinerea,84813151.wav
2,Spectrogram 1,1,21.2207154,24.93279433,655.367,2779.661,2062.5,3.7121,,23.456,2.6613,562.5,2.963282239,2.155114356,5.118396595,19,8,11,cinerea,84813151.wav
1,Spectrogram 1,1,53.61503443,56.93693545,886.953,2380.769,1894.922,3.3219,,55.6582,2.1595,258.398,4.214455583,2.408260333,6.622715916,22,8,14,cinerea,90121.wav
2,Spectrogram 1,1,71.45601589,74.79421953,855.832,2676.42,1808.789,3.3382,,73.0093,2.1769,258.398,4.19387694,2.396501108,6.590378048,22,8,14,cinerea,90121.wav
1,Spectrogram 1,1,1.7970559,5.120958915,1092.2,3192.5,2062.5,3.3239,,3.8133,2.304,375,4.211919733,3.008514095,7.220433828,24,10,14,cinerea,Batara-cinerea-102723.wav
2,Spectrogram 1,1,16.78115462,20.17535165,1008.2,3129.5,2062.5,3.3942,,18.8907,2.176,375,4.124683283,2.946202345,7.070885628,24,10,14,cinerea,Batara-cinerea-102723.wav
3,Spectrogram 1,1,38.83534325,41.93872119,600.371,3220.173,1808.789,3.1034,,40.513,2.1304,258.398,5.32,2.5,7.82,25,,,cinerea,Batara-cinerea-149016.wav
2,Spectrogram 1,1,24.85653998,27.9805073,764.109,3165.594,1808.789,3.124,,26.5404,1.9215,258.398,5.44,2.56,8,25,,,cinerea,Batara-cinerea-149016.wav
3,Spectrogram 1,1,38.83534325,41.93872119,600.371,3220.173,1808.789,3.1034,,40.513,2.1304,258.398,5.48,2.58,8.06,25,,,cinerea,Batara-cinerea-149016.wav
1,Spectrogram 1,1,2.460422747,5.074833,891.089,3148.515,1968.75,2.6144,,3.936,1.7333,375,4.21,2.68,6.88,18,,,cinerea,Batara-cinerea-343218.wav
1,Spectrogram 1,1,1.518829269,4.844760271,677.966,3276.836,2062.5,3.3259,,3.6107,2.4987,375,6.314080399,3.608045942,9.922126342,33,12,21,excubitor,108646261.wav
2,Spectrogram 1,1,16.40679569,20.2065428,700.565,3276.836,2062.5,3.7997,,18.5093,2.7493,375,6.5794668,3.158144064,9.737610864,37,12,25,excubitor,108646261.wav
1,Spectrogram 1,1,15.55319348,19.46811146,954.295,2760.113,1894.922,3.9149,,17.7981,2.6645,430.664,6.385859153,2.809778028,9.195637181,36,11,25,excubitor,132786.wav
2,Spectrogram 1,1,41.52079984,45.29935659,983.657,2774.795,1981.055,3.7786,,43.6941,2.6471,430.664,6.351558778,2.911131107,9.262689885,35,11,24,excubitor,132786.wav
1,Spectrogram 1,1,1.772831881,4.50426341,812.749,3107.57,1875,2.7314,,3.36,1.792,281.25,6.25,2.5,8.75,28,8,20,excubitor,170689891.wav
1,Spectrogram 1,1,3.655611692,7.311223384,764.94,4733.068,1875,3.6556,,5.6347,2.3253,562.5,7.04,2.56,9.6,30,8,22,excubitor,174400511.wav
2,Spectrogram 1,1,28.06767945,31.27748484,1003.984,5067.729,1875,3.2098,,29.672,2.2213,562.5,6.44,2.58,9.02,28,8,20,excubitor,174400511.wav
3,Spectrogram 1,1,46.36555153,49.61498414,764.94,5258.964,1875,3.2494,,48.3493,2.0613,562.5,7.65,3.06,10.71,28,8,20,excubitor,174400511.wav
1,Spectrogram 1,1,18.41685667,21.37505253,1100.424,2865.254,1981.055,2.9582,,20.2188,1.904,258.398,7.0989115,3.718477453,10.81738895,32,11,21,excubitor,195366.wav
2,Spectrogram 1,1,27.69474534,30.62689056,1225,2886.017,1981.055,2.9321,,28.8508,2.1711,344.531,7.162102248,3.751577368,10.91367962,32,11,21,excubitor,195366.wav
1,Spectrogram 1,1,5.797508732,9.349477971,927.847,4584.653,2153.32,3.552,,8.0921,1.8576,344.531,6.52,3.85,10.37,35,13,22,excubitor,33676.wav
2,Spectrogram 1,1,28.58026509,32.343841,1200.743,4867.42,2153.32,3.7636,,30.7548,1.9969,344.531,6.64,3.32,9.96,39,13,26,excubitor,33676.wav
3,Spectrogram 1,1,47.40236639,50.94677825,1131.067,4984.707,2153.32,3.5444,,49.6675,2.084,344.531,8.04,3.86,11.89,37,12,25,excubitor,33676.wav
4,Spectrogram 1,1,71.12364545,74.81164755,821.011,4750.133,2153.32,3.688,,73.3809,2.2291,344.531,7.64,3.97,11.61,38,13,25,excubitor,33676.wav
5,Spectrogram 1,1,78.5678433,82.31630446,938.298,4867.42,2153.32,3.7485,,81.0144,2.2756,344.531,7.65,3.53,11.18,38,12,26,excubitor,33676.wav
6,Spectrogram 1,1,88.0933683,91.87205898,938.298,4750.133,2153.32,3.7787,,90.4649,2.1362,344.531,8.4,4.2,12.6,39,13,26,excubitor,33676.wav
7,Spectrogram 1,1,95.77776232,99.70760062,821.011,4867.42,2153.32,3.9298,,98.2378,2.2698,344.531,7.55,3.78,11.33,39,13,26,excubitor,33676.wav
8,Spectrogram 1,1,109.8037965,113.658061,821.011,4984.707,2153.32,3.8543,,112.0595,2.3104,344.531,7.52,3.76,11.28,39,13,26,excubitor,33676.wav
9,Spectrogram 1,1,117.9694029,121.9707149,938.298,4691.489,2153.32,4.0013,,120.4883,2.2291,344.531,7.47,3.87,11.34,41,14,27,excubitor,33676.wav
10,Spectrogram 1,1,135.8329468,139.7476703,762.367,5336.569,2067.188,3.9147,,138.2226,2.3684,344.531,7.12,3.56,10.68,39,13,26,excubitor,33676.wav
11,Spectrogram 1,1,152.6658168,156.5049665,762.367,4926.064,2067.188,3.8391,,154.9874,2.2698,344.531,7.5,3.46,10.96,38,12,26,excubitor,33676.wav
12,Spectrogram 1,1,185.7907053,189.4182484,843.088,4928.824,2153.32,3.6275,,188.2616,2.0724,344.531,7.5,3.46,10.96,38,12,26,excubitor,33676.wav
13,Spectrogram 1,1,203.0157391,206.8246593,907.941,4928.824,2153.32,3.8089,,205.334,2.0956,258.398,7.42,3.86,11.28,38,13,25,excubitor,33676.wav
14,Spectrogram 1,1,215.2876408,219.2325939,972.794,4734.265,2067.188,3.945,,217.7683,2.2291,258.398,7.92,3.96,11.87,39,13,26,excubitor,33676.wav
15,Spectrogram 1,1,224.5558048,228.0170855,1232.206,4507.279,2842.383,3.4613,,226.4062,2.6587,861.328,6.84,3.01,9.84,36,11,25,excubitor,33676.wav
16,Spectrogram 1,1,236.1806418,240.1255949,1037.647,4993.676,2067.188,3.945,,238.6373,2.2233,258.398,7.44,3.72,11.16,39,13,26,excubitor,33676.wav
17,Spectrogram 1,1,256.9090205,261.0353507,972.794,4799.118,2067.188,4.1263,,259.454,2.3684,258.398,7.5,3.75,11.25,39,13,26,excubitor,33676.wav
18,Spectrogram 1,1,278.9511534,283.1379427,843.088,5058.529,2067.188,4.1868,,281.571,2.3742,258.398,7.75,3.73,11.48,40,13,27,excubitor,33676.wav
19,Spectrogram 1,1,303.0758436,307.0359114,778.235,4799.118,2067.188,3.9601,,305.5165,2.3626,258.398,7.58,3.79,11.37,39,13,26,excubitor,33676.wav
20,Spectrogram 1,1,328.4987635,332.609979,907.941,5317.941,2067.188,4.1112,,331.0527,2.3046,258.398,7.81,3.76,11.57,40,13,27,excubitor,33676.wav
21,Spectrogram 1,1,347.9297326,351.8444562,907.941,5317.941,2239.453,3.9147,,350.4355,2.2233,344.531,5.98,2.76,8.75,38,12,26,excubitor,33676.wav
1,Spectrogram 1,1,1.685754983,5.133960183,1174.516,2657.343,2067.188,3.4482,,3.7965,2.0898,430.664,6.960153123,3.190070182,10.1502233,35,11,24,excubitor,478293751.wav
2,Spectrogram 1,1,23.50249167,26.70225136,1291.968,3024.38,2067.188,3.1998,,25.3852,2.4207,430.664,6.875429714,2.50015626,9.375585974,30,8,22,excubitor,478293751.wav
1,Spectrogram 1,1,1.822101641,5.124660864,1217.822,4396.04,1968.75,3.3026,,3.8453,2.288,281.25,6.96,3.66,10.62,29,10,19,excubitor,504168911.wav
2,Spectrogram 1,1,18.36964603,21.7006756,1158.416,4336.634,1968.75,3.331,,20.4907,2.24,375,5.2,2.74,7.93,29,10,19,excubitor,504168911.wav
3,Spectrogram 1,1,36.85840934,40.20367407,1128.713,4693.069,1968.75,3.3453,,39.0933,2.2027,281.25,6.23,3.12,9.35,30,10,20,excubitor,504168911.wav
1,Spectrogram 1,1,3.225373948,6.235722967,1273.805,4655.976,2067.188,3.0103,,4.9807,2.1246,344.531,6.15,2.77,8.92,29,9,20,excubitor,510623171.wav
2,Spectrogram 1,1,18.06958487,21.06798806,1273.805,4743.825,2153.32,2.9984,,19.9111,2.1014,344.531,5.63,2.53,8.16,29,9,20,excubitor,510623171.wav
3,Spectrogram 1,1,33.13021581,36.31975227,1273.805,4743.825,2153.32,3.1895,,34.9518,2.3278,258.398,5.58,2.39,7.97,30,9,21,excubitor,510623171.wav
1,Spectrogram 1,1,6.382398134,9.258719886,1321.3,2628,2239.453,2.8763,,8.3476,2.2756,1033.594,6.605708723,3.476688802,10.08239752,29,10,19,excubitor,52487.wav
2,Spectrogram 1,1,22.8082252,25.4923757,1276.9,2460.4,2067.188,2.6842,,24.4332,2.084,689.062,7.078459131,3.725504806,10.80396394,29,10,19,excubitor,52487.wav
1,Spectrogram 1,1,10.85034423,13.87219733,1162.712,3052.119,1894.922,3.0219,,12.8116,2.2059,258.398,7.280187961,2.978258711,10.25844667,31,9,22,excubitor,594365761.wav
2,Spectrogram 1,1,25.21826357,28.50130197,1038.136,3072.881,1981.055,3.283,,27.2544,2.3162,344.531,7.310386841,3.350593969,10.66098081,35,11,24,excubitor,594365761.wav
3,Spectrogram 1,1,40.36924111,43.41842756,1162.712,2927.542,2067.188,3.0492,,42.3242,2.0666,258.398,7.215007215,3.607503608,10.82251082,33,11,22,excubitor,594365761.wav
1,Spectrogram 1,1,0.877707217,4.072460532,1152.542,3389.831,2062.5,3.1948,,2.96,2.4427,375,6.886190059,3.443095029,10.32928509,33,11,22,excubitor,85259711.wav
2,Spectrogram 1,1,76.44533904,79.76620519,836.158,2779.661,2062.5,3.3209,,78.2987,1.8853,562.5,6.925833358,3.312355084,10.23818844,34,11,23,excubitor,85259711.wav
1,Spectrogram 1,1,7.482092197,10.13790442,1056.287,2970.808,1722.656,2.6558,,8.8642,2.2117,344.531,7.907221929,3.388809398,11.29603133,30,9,21,excubitor,90114.wav
2,Spectrogram 1,1,33.43910396,36.13767524,1034.281,3014.82,1722.656,2.6986,,34.7196,2.3104,344.531,8.152375306,3.705625139,11.85800044,32,10,22,excubitor,90114.wav
1,Spectrogram 1,1,1.634026609,4.676609422,996.61,3155.932,1981.055,3.0426,,3.3727,2.0201,344.531,6.244659173,2.95799645,9.202655623,28,9,19,excubitor,Batara-cinerea-1709.wav
2,Spectrogram 1,1,17.44300108,20.67614207,1162.712,3031.356,1981.055,3.2331,,19.2145,2.293,344.531,6.186013424,2.783706041,8.969719464,29,9,20,excubitor,Batara-cinerea-1709.wav
1,Spectrogram 1,1,0.841457694,3.4735936,1079.661,3342.797,1894.922,2.6321,,2.4497,1.8982,258.398,7.218570723,3.419322974,10.6378937,28,9,19,excubitor,Batara-cinerea-296328.wav
2,Spectrogram 1,1,10.82718942,13.55064433,913.559,3176.695,2067.188,2.7235,,12.4865,1.875,258.398,7.34349183,3.304571324,10.64806315,29,9,20,excubitor,Batara-cinerea-296328.wav
1,Spectrogram 1,1,4.149736715,7.83393686,939.613,2848.202,1981.055,3.6842,,6.3623,2.3742,258.398,6.785733674,3.257152163,10.04288584,37,12,25,excubitor,Batara-cinerea-349101.wav
2,Spectrogram 1,1,18.78436584,22.18098693,768.22,3508.898,2153.32,3.3966,,20.8515,2.293,430.664,6.182653241,3.23853265,9.421185892,32,11,21,excubitor,Batara-cinerea-349101.wav
3,Spectrogram 1,1,33.18839158,36.25712891,934.322,3612.712,2153.32,3.0687,,35.0331,2.0434,344.531,6.517417799,3.2587089,9.776126699,30,10,20,excubitor,Batara-cinerea-349101.wav
4,Spectrogram 1,1,50.66525931,53.9759303,1079.661,3280.508,2239.453,3.3107,,52.5932,2.4961,430.664,6.041018516,3.020509258,9.061527774,30,10,20,excubitor,Batara-cinerea-349101.wav
5,Spectrogram 1,1,72.52046216,75.99666669,1017.373,3550.424,2153.32,3.4762,,74.5709,2.1769,344.531,5.753408895,3.164374892,8.917783787,31,11,20,excubitor,Batara-cinerea-349101.wav
1,Spectrogram 1,1,22.51102877,25.86764475,1027.702,3347.372,2153.32,3.3566,,24.4448,2.4613,344.531,5.958410296,2.979205148,8.937615444,30,10,20,excubitor,Batara-cinerea-351479.wav
2,Spectrogram 1,1,43.47039294,46.97680325,1141.949,3322.034,2067.188,3.5064,,45.4008,2.3626,344.531,5.703855807,3.137120694,8.8409765,31,11,20,excubitor,Batara-cinerea-351479.wav
1,Spectrogram 1,1,13.92889925,17.31571571,1076.293,3447.047,2067.188,3.3868,,15.8186,2.2407,344.531,6.495807252,3.247903626,9.743710878,33,11,22,excubitor,Batara-cinerea-351767.wav
2,Spectrogram 1,1,28.32305122,31.38844154,1047.204,3403.413,2067.188,3.0654,,30.1917,2.0898,344.531,6.524434005,3.262217003,9.786651008,30,10,20,excubitor,Batara-cinerea-351767.wav
3,Spectrogram 1,1,45.76383472,49.12696715,1032.66,3214.335,2067.188,3.3631,,47.717,2.4787,430.664,6.244238946,2.973447117,9.217686063,31,10,21,excubitor,Batara-cinerea-351767.wav
4,Spectrogram 1,1,65.54963709,68.92968668,1105.382,3359.78,2239.453,3.38,,67.6629,2.1478,344.531,6.213017751,2.958579882,9.171597633,31,10,21,excubitor,Batara-cinerea-351767.wav
1,Spectrogram 1,1,1.033179475,4.236358299,1057.065,2451.803,1894.922,3.2032,,2.8328,2.5832,430.664,6.243756244,3.121878122,9.365634366,30,10,20,excubitor,Batara-cinerea-4571.wav
2,Spectrogram 1,1,17.27534184,20.28213989,1218.561,2936.291,1894.922,3.0068,,19.0229,2.4323,430.664,6.319010243,2.993215378,9.312225622,28,9,19,excubitor,Batara-cinerea-4571.wav
1,Spectrogram 1,1,1.839336649,4.446128967,745.763,3096.045,1875,2.6068,,3.36,1.792,281.25,7.288629738,3.068896732,10.35752647,27,8,19,excubitor,Batara-cinerea-489683.wav
1,Spectrogram 1,1,2.020754317,5.075603566,1273.805,7467.131,2153.32,3.0548,,3.8197,1.7763,344.531,6.06,2.76,8.82,32,10,22,excubitor,Batara-cinerea-96652.wav
2,Spectrogram 1,1,27.10484152,30.17866499,1142.032,7291.434,2153.32,3.0738,,28.9611,1.9331,344.531,5.78,2.89,8.66,33,11,22,excubitor,Batara-cinerea-96652.wav
3,Spectrogram 1,1,46.71377471,49.8065724,1054.183,7247.51,2153.32,3.0928,,48.7096,1.9621,344.531,6.08,2.28,8.37,33,9,24,excubitor,Batara-cinerea-96652.wav
4,Spectrogram 1,1,101.198948,104.5004621,1229.88,7159.661,2153.32,3.3015,,103.3172,1.9273,344.531,6.64,3.18,9.82,34,11,23,excubitor,Batara-cinerea-96652.wav
5,Spectrogram 1,1,123.5169969,126.7615884,922.41,7203.586,2153.32,3.2446,,125.5038,2.4265,344.531,6.08,2.53,8.62,34,10,24,excubitor,Batara-cinerea-96652.wav
6,Spectrogram 1,1,156.4343307,159.5176413,1185.956,7247.51,2239.453,3.0833,,158.4181,1.8518,430.664,5.57,2.42,8,33,10,23,excubitor,Batara-cinerea-96652.wav
7,Spectrogram 1,1,179.3880159,182.5472233,1229.88,7203.586,2067.188,3.1592,,181.4755,2.1246,344.531,5.49,2.39,7.88,33,10,23,excubitor,Batara-cinerea-96652.wav
1,Spectrogram 1,1,2.020754317,5.075603566,1273.805,7467.131,2153.32,3.0548,,3.8197,1.7763,344.531,7.201780804,3.273536729,10.47531753,32,10,22,excubitor,Batara-cinerea-96652.wav
2,Spectrogram 1,1,27.10484152,30.17866499,1142.032,7291.434,2153.32,3.0738,,28.9611,1.9331,344.531,7.157264624,3.578632312,10.73589694,33,11,22,excubitor,Batara-cinerea-96652.wav
1,Spectrogram 1,1,2.928705343,6.052657709,1361.653,4655.976,2239.453,3.124,,4.8994,2.1014,344.531,5.81,2.78,8.59,34,11,23,excubitor,Batara-cinerea-96653.wav
2,Spectrogram 1,1,24.42765812,27.43446227,1229.88,4875.598,2067.188,3.0068,,26.2501,2.084,344.531,5.35,2.68,8.03,33,11,22,excubitor,Batara-cinerea-96653.wav
3,Spectrogram 1,1,42.85855409,46.15822877,1010.259,4743.825,2239.453,3.2997,,44.8667,2.1711,344.531,6.13,2.55,8.69,34,10,24,excubitor,Batara-cinerea-96653.wav
4,Spectrogram 1,1,61.91565031,65.13722619,1273.805,4699.9,2153.32,3.2216,,63.7678,2.2465,344.531,6.96,3.03,9.99,33,10,23,excubitor,Batara-cinerea-96653.wav
5,Spectrogram 1,1,91.01774765,94.27837293,1405.578,4304.582,2067.188,3.2606,,92.9553,2.0782,344.531,7.21,3,10.21,34,10,24,excubitor,Batara-cinerea-96653.wav
6,Spectrogram 1,1,117.2106643,120.5298637,1054.183,4699.9,2153.32,3.3192,,119.2751,2.1304,344.531,7.47,3.29,10.76,36,11,25,excubitor,Batara-cinerea-96653.wav
7,Spectrogram 1,1,138.095752,141.4930502,1098.108,4831.673,1981.055,3.3973,,140.2137,2.3452,344.531,7.64,3.65,11.29,34,11,23,excubitor,Batara-cinerea-96653.wav
8,Spectrogram 1,1,160.1960232,163.3785497,1273.805,4348.506,1981.055,3.1825,,161.9998,2.1304,344.531,7.67,3.67,11.34,34,11,23,excubitor,Batara-cinerea-96653.wav
9,Spectrogram 1,1,181.638023,184.8595989,1229.88,4875.598,1981.055,3.2216,,183.5479,2.1769,344.531,7.84,3.14,10.97,35,10,25,excubitor,Batara-cinerea-96653.wav
1,Spectrogram 1,1,0.611357109,3.406927984,1174.516,2804.158,2325.586,2.7956,,1.7357,2.1188,344.531,6.438689369,3.577049649,10.01573902,28,10,18,excubitor,Batara-cinerea-96656.wav
2,Spectrogram 1,2,21.1522135,23.74075097,1453.464,2921.609,2153.32,2.5885,,22.6685,1.9737,344.531,6.567510141,5.022213637,11.58972378,30,13,17,excubitor,Batara-cinerea-96656.wav
1,Spectrogram 1,1,0.240355523,3.517930839,818.688,4311.757,1981.055,3.2776,,2.2523,2.2349,344.531,6.2,3.1,9.3,36,12,24,excubitor,Batara-cinerea-96662.wav
